respondent_id,age,bedtime_screen_time_minutes,total_daily_screen_time_hours,doomscroll_sessions_per_night,avg_doomscroll_session_minutes,sleep_hours_per_night,sleep_latency_minutes,number_of_night_wakeups,caffeine_intake_mg_per_day,anxiety_score,stress_score,sleep_quality_score,daytime_fatigue_score,number_of_news_apps_used,phone_checks_per_night,exercise_minutes_per_day,days_since_last_digital_detox,weekly_sleep_debt_hours,gender,occupation_status,country_region,primary_device_used_at_night,bedtime_routine_type,uses_night_mode,keeps_phone_in_bedroom,consumes_negative_news_content,uses_sleep_tracking_app,doomscroller,sleep_quality_category
D30780,39,45.0,2.13,2,22.6,7.4,39.0,0,133.0,5,5,5.0,5,2,1,18.0,78.0,3.3,Male,Employed Full-time,India,Laptop,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30781,26,18.0,1.16,0,24.0,6.9,2.0,0,105.0,5,6,5.0,6,1,1,54.0,14.0,9.4,Female,Employed Part-time,India,Smartphone,Scrolling Social Media,No,Yes,Yes,No,No,Good
D30782,38,31.0,1.41,0,28.0,7.3,21.0,0,3.0,6,7,5.0,6,0,2,42.0,15.0,3.9,Female,Student,United States,Smartphone,Scrolling Social Media,No,No,Yes,No,No,Good
D30783,21,72.0,3.59,4,18.0,7.0,56.0,3,92.0,4,5,5.0,8,1,4,19.0,11.0,5.4,Female,Employed Full-time,Australia,Smartphone,No Fixed Routine,No,Yes,No,No,Yes,Poor
D30784,30,74.0,4.01,2,38.9,6.0,40.0,0,62.0,8,8,5.0,5,0,1,40.0,5.0,9.8,Male,Employed Full-time,India,Smartphone,No Fixed Routine,No,Yes,Yes,No,Yes,Poor
D30785,34,78.0,7.79,2,44.2,6.8,25.0,1,125.0,3,4,5.0,4,4,2,39.0,23.0,8.6,Female,Unemployed,Philippines,Smartphone,No Fixed Routine,No,No,No,Yes,No,Good
D30786,34,67.0,6.18,0,69.9,7.5,31.0,0,201.0,5,6,5.0,6,1,1,79.0,99.0,5.0,Male,Unemployed,United Kingdom,Smartphone,No Fixed Routine,No,Yes,Yes,Yes,Yes,Fair
D30787,18,94.0,3.62,4,22.2,6.9,39.0,1,296.0,7,10,5.0,6,0,4,63.0,3.0,6.9,Male,Employed Part-time,United States,Smartphone,Scrolling Social Media,No,Yes,Yes,Yes,Yes,Fair
D30788,33,13.0,4.81,2,10.4,7.1,29.0,2,265.0,5,6,5.0,8,2,5,9.0,34.0,4.6,Male,Student,United States,TV,Scrolling Social Media,No,Yes,Yes,Yes,Yes,Fair
D30789,25,12.0,1.58,2,2.0,9.6,22.0,4,296.0,3,7,5.0,9,0,4,41.0,3.0,0.0,Female,Employed Full-time,United States,Smartphone,Watching Videos,Yes,No,No,No,No,Good
D30790,19,11.0,5.1,1,15.2,8.3,12.0,1,280.0,2,5,5.0,5,0,5,85.0,2.0,0.0,Female,Employed Full-time,UAE,Laptop,Watching Videos,No,Yes,Yes,No,No,Good
D30791,38,32.0,1.88,1,34.4,7.8,36.0,1,182.0,2,3,5.0,6,1,2,65.0,47.0,1.7,Male,Employed Full-time,United States,Laptop,No Fixed Routine,Yes,Yes,No,Yes,No,Good
D30792,23,82.0,6.22,1,82.2,7.1,44.0,1,165.0,4,6,5.0,5,0,2,42.0,33.0,5.7,Male,Student,United States,Smartphone,No Fixed Routine,No,Yes,Yes,Yes,No,Good
D30793,15,50.0,2.45,2,21.3,9.2,29.0,2,114.0,5,6,5.0,7,0,5,61.0,3.0,0.0,Female,Student,Philippines,,Scrolling Social Media,No,Yes,No,No,Yes,Good
D30794,35,37.0,2.03,2,26.0,6.3,27.0,0,105.0,5,5,5.0,5,2,1,43.0,74.0,12.2,Male,Employed Full-time,United States,Smartphone,Meditation/Journaling,Yes,No,No,Yes,No,Fair
D30795,42,59.0,5.39,1,57.3,7.8,35.0,2,106.0,4,7,5.0,5,3,3,53.0,74.0,0.0,Male,Employed Full-time,India,Smartphone,Reading,Yes,No,Yes,No,No,Fair
D30796,29,72.0,2.81,4,19.8,7.8,28.0,3,64.0,7,8,4.0,10,1,7,50.0,30.0,0.0,Female,Student,Brazil,Smartphone,Reading,No,No,Yes,No,Yes,Poor
D30797,34,58.0,2.78,2,31.3,7.2,32.0,1,64.0,6,7,5.0,5,1,4,66.0,76.0,1.9,Female,Employed Full-time,Nigeria,,Reading,No,Yes,Yes,No,No,Poor
D30798,22,96.0,4.72,3,32.0,5.7,42.0,3,102.0,4,5,4.0,7,0,4,46.0,61.0,15.6,Male,Employed Full-time,India,Smartphone,Scrolling Social Media,Yes,No,No,No,No,Poor
D30799,21,94.0,4.53,5,20.7,7.2,35.0,2,110.0,5,5,4.0,7,0,3,,152.0,8.2,Male,Employed Full-time,Australia,Tablet,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30800,24,64.0,5.78,3,16.9,7.0,21.0,1,166.0,5,10,5.0,6,0,2,35.0,108.0,3.7,Female,Employed Full-time,Philippines,Tablet,Scrolling Social Media,No,No,Yes,Yes,Yes,Fair
D30801,21,43.0,2.27,1,37.5,7.4,14.0,0,118.0,4,5,5.0,6,4,0,26.0,22.0,5.2,Male,Student,United Kingdom,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,No,Good
D30802,30,14.0,1.0,0,15.3,7.8,11.0,1,373.0,3,4,4.0,6,3,1,80.0,7.0,1.9,Male,Employed Full-time,Australia,Laptop,Reading,No,Yes,No,Yes,No,Fair
D30803,25,75.0,4.12,4,21.3,7.2,35.0,1,250.0,3,7,5.0,6,0,1,32.0,161.0,9.1,Female,Student,Australia,Smartphone,Watching Videos,Yes,Yes,Yes,No,Yes,Poor
D30804,30,95.0,6.92,3,29.2,7.1,58.0,1,59.0,5,5,3.0,8,0,1,20.0,96.0,3.1,Female,Employed Full-time,Australia,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Poor
D30805,28,52.0,2.6,4,18.3,5.9,18.0,1,19.0,4,4,4.0,8,5,1,60.0,20.0,16.5,Male,,Nigeria,Smartphone,Scrolling Social Media,No,Yes,No,No,No,Poor
D30806,34,32.0,2.37,1,33.6,7.0,8.0,2,85.0,5,6,5.0,7,1,3,42.0,1.0,5.2,Male,Unemployed,Nigeria,Laptop,No Fixed Routine,Yes,Yes,No,No,No,Good
D30807,33,36.0,1.95,0,35.8,7.0,14.0,1,109.0,1,6,5.0,6,2,4,74.0,30.0,11.1,Male,Student,United States,Smartphone,Reading,Yes,Yes,No,No,No,Fair
D30808,27,37.0,5.82,2,20.7,8.4,15.0,0,,8,10,5.0,5,3,1,36.0,10.0,0.0,Prefer not to say,Employed Full-time,India,Smartphone,Reading,No,Yes,Yes,No,Yes,Fair
D30809,24,66.0,5.2,2,27.9,7.0,18.0,3,59.0,5,9,5.0,7,3,3,58.0,114.0,4.1,Female,Employed Full-time,Canada,Smartphone,Scrolling Social Media,No,Yes,Yes,Yes,Yes,Poor
D30810,34,69.0,7.6,4,19.1,8.5,47.0,4,201.0,6,8,5.0,7,1,4,64.0,10.0,0.0,Male,Unemployed,United Kingdom,Smartphone,Reading,No,No,No,Yes,No,Fair
D30811,18,87.0,4.85,4,19.3,6.4,34.0,1,186.0,6,5,5.0,6,3,1,18.0,46.0,12.7,Male,Employed Part-time,India,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Poor
D30812,29,57.0,2.86,3,15.0,7.4,31.0,1,35.0,4,7,5.0,5,2,1,66.0,36.0,3.9,Male,Employed Full-time,India,,No Fixed Routine,Yes,Yes,Yes,No,No,Fair
D30813,29,20.0,2.35,0,17.2,8.3,21.0,1,105.0,3,3,5.0,8,0,3,60.0,82.0,0.0,Female,Employed Full-time,Australia,Smartphone,Meditation/Journaling,Yes,Yes,Yes,No,No,Good
D30814,43,26.0,1.08,2,13.2,7.0,11.0,0,97.0,3,6,5.0,4,1,1,49.0,4.0,3.3,Male,Student,India,Smartphone,Scrolling Social Media,No,Yes,Yes,No,No,Fair
D30815,31,14.0,1.52,3,6.7,7.4,3.0,1,132.0,5,8,5.0,2,2,2,28.0,49.0,1.1,Male,Employed Full-time,Brazil,Smartphone,Reading,No,No,No,No,No,Good
D30816,27,24.0,5.03,0,27.5,7.8,18.0,0,130.0,6,7,5.0,2,1,0,82.0,15.0,3.2,Female,Unemployed,India,Smartphone,No Fixed Routine,No,No,Yes,Yes,No,Good
D30817,37,98.0,4.82,3,38.0,8.7,34.0,1,132.0,7,9,5.0,6,2,2,41.0,33.0,0.0,Male,Employed Part-time,Canada,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Fair
D30818,15,28.0,5.51,2,13.8,9.2,31.0,2,12.0,2,4,5.0,7,0,3,78.0,75.0,0.0,Female,Student,Nigeria,TV,Scrolling Social Media,Yes,No,No,Yes,Yes,Fair
D30819,44,30.0,2.23,4,2.5,8.3,25.0,2,124.0,6,9,5.0,4,2,3,97.0,13.0,0.0,Male,,India,Laptop,Watching Videos,Yes,Yes,No,No,No,Fair
D30820,16,37.0,4.21,0,34.0,8.8,11.0,0,16.0,5,6,5.0,6,0,1,50.0,35.0,0.0,Male,Employed Part-time,Brazil,Laptop,Meditation/Journaling,No,No,No,No,No,Good
D30821,31,43.0,2.04,1,39.5,6.4,14.0,1,87.0,3,3,3.0,7,1,1,72.0,25.0,11.9,Female,Unemployed,India,Smartphone,Watching Videos,No,No,Yes,No,No,Poor
D30822,26,26.0,3.13,1,24.1,8.5,20.0,0,35.0,3,5,,2,1,2,41.0,15.0,0.0,Female,Employed Full-time,India,,Scrolling Social Media,Yes,Yes,No,Yes,Yes,Fair
D30823,25,37.0,2.69,2,17.0,8.1,12.0,1,170.0,4,7,5.0,5,0,2,66.0,85.0,0.0,Female,Unemployed,India,Smartphone,Scrolling Social Media,No,Yes,No,No,No,Fair
D30824,27,61.0,3.53,2,30.4,7.7,25.0,0,35.0,5,8,5.0,4,0,1,81.0,4.0,2.1,Female,Employed Part-time,India,Smartphone,Scrolling Social Media,No,Yes,No,No,No,Good
D30825,25,35.0,5.21,1,34.7,8.7,13.0,0,217.0,3,5,5.0,5,0,0,73.0,48.0,0.0,Female,Student,Canada,Smartphone,Watching Videos,No,Yes,No,Yes,No,Good
D30826,15,123.0,5.68,5,22.6,6.1,43.0,4,93.0,7,6,4.0,10,1,6,38.0,1.0,10.7,Male,Employed Part-time,Canada,Laptop,Reading,No,Yes,Yes,No,Yes,Poor
D30827,35,19.0,1.31,1,12.6,6.8,21.0,0,248.0,5,7,5.0,4,1,0,41.0,10.0,9.6,Male,Employed Part-time,United States,Smartphone,No Fixed Routine,No,Yes,No,No,No,Fair
D30828,19,22.0,1.66,1,23.6,7.9,4.0,2,81.0,3,5,5.0,5,0,2,56.0,80.0,0.0,Male,Student,Philippines,Laptop,Scrolling Social Media,No,No,No,No,Yes,Fair
D30829,19,8.0,1.77,0,5.3,8.3,5.0,2,,3,4,5.0,6,5,4,64.0,8.0,0.0,Female,Student,UAE,Laptop,Scrolling Social Media,No,No,No,No,No,Good
D30830,15,33.0,6.2,2,15.9,7.3,21.0,0,57.0,5,5,5.0,4,1,0,47.0,20.0,2.9,Female,Student,Philippines,Smartphone,No Fixed Routine,No,Yes,No,No,No,Fair
D30831,30,1.0,1.26,1,2.3,6.8,2.0,0,229.0,5,7,5.0,2,1,3,103.0,48.0,8.8,Male,Student,India,Tablet,Reading,Yes,No,No,No,No,Fair
D30832,28,71.0,3.2,2,38.9,8.5,47.0,0,289.0,5,7,5.0,4,2,1,35.0,26.0,0.0,Female,Employed Part-time,Canada,Smartphone,No Fixed Routine,No,No,Yes,No,Yes,Fair
D30833,25,46.0,2.59,2,26.5,8.4,14.0,0,207.0,6,3,5.0,8,0,1,38.0,88.0,0.0,Male,Employed Full-time,Canada,Laptop,No Fixed Routine,No,Yes,Yes,Yes,No,Good
D30834,49,45.0,2.54,0,48.1,7.9,16.0,0,149.0,7,8,5.0,4,0,4,56.0,36.0,1.5,Male,Unemployed,India,Smartphone,Meditation/Journaling,Yes,Yes,Yes,No,No,Good
D30835,31,112.0,6.75,3,35.9,6.7,32.0,1,57.0,10,10,5.0,5,1,2,27.0,9.0,8.4,Female,Employed Full-time,Nigeria,Smartphone,No Fixed Routine,No,Yes,Yes,No,Yes,Poor
D30836,24,76.0,3.75,4,21.5,6.9,37.0,3,167.0,4,5,4.0,8,1,4,46.0,35.0,5.8,Female,Employed Part-time,United States,,Scrolling Social Media,Yes,No,No,No,Yes,Poor
D30837,15,16.0,1.0,1,20.5,7.8,21.0,2,48.0,1,4,4.0,8,0,3,44.0,74.0,0.7,Prefer not to say,Employed Full-time,United States,Smartphone,Reading,No,Yes,No,Yes,No,Poor
D30838,42,47.0,2.84,3,17.0,7.0,19.0,1,40.0,4,6,5.0,8,1,2,17.0,1.0,8.1,Female,Student,United States,Smartphone,Reading,Yes,No,No,Yes,No,Good
D30839,32,92.0,4.76,2,45.4,7.5,36.0,1,77.0,6,6,5.0,6,1,4,5.0,11.0,1.7,Female,Employed Full-time,Germany,Laptop,Watching Videos,Yes,Yes,No,Yes,No,Fair
D30840,30,49.0,4.68,2,23.6,6.5,38.0,1,84.0,5,6,5.0,6,2,4,24.0,39.0,11.2,Male,Employed Full-time,India,Smartphone,No Fixed Routine,Yes,Yes,Yes,No,No,Fair
D30841,37,61.0,3.21,2,32.8,7.4,26.0,0,95.0,1,4,5.0,7,1,4,,30.0,3.6,Female,Employed Part-time,United States,Smartphone,Meditation/Journaling,Yes,Yes,No,Yes,Yes,Good
D30842,17,37.0,2.04,1,35.5,7.2,30.0,2,33.0,5,5,5.0,6,2,3,58.0,18.0,2.9,Male,Employed Full-time,United Kingdom,TV,Watching Videos,No,No,Yes,No,No,Fair
D30843,23,45.0,1.98,2,24.2,8.5,5.0,1,372.0,6,8,5.0,5,1,3,66.0,45.0,0.0,Male,Employed Full-time,Nigeria,Smartphone,No Fixed Routine,No,No,Yes,No,No,Good
D30844,45,73.0,5.48,3,22.4,6.6,37.0,2,173.0,2,5,5.0,4,1,2,19.0,23.0,10.6,Female,Employed Full-time,India,Smartphone,Meditation/Journaling,Yes,No,No,Yes,No,Good
D30845,41,27.0,5.81,4,5.0,7.4,21.0,2,63.0,6,8,5.0,5,5,2,63.0,95.0,5.9,Male,Employed Full-time,Philippines,Smartphone,Reading,No,Yes,No,No,No,Good
D30846,23,34.0,6.82,2,18.1,8.3,38.0,0,30.0,4,7,5.0,4,2,2,44.0,9.0,0.0,Female,Employed Full-time,Philippines,Smartphone,No Fixed Routine,Yes,Yes,Yes,Yes,No,Good
D30847,27,89.0,6.07,4,18.0,7.6,55.0,2,161.0,3,8,5.0,6,1,2,29.0,26.0,0.2,Male,Student,Australia,Smartphone,Watching Videos,No,Yes,No,No,Yes,Poor
D30848,15,73.0,11.5,2,33.9,7.9,28.0,0,100.0,6,9,5.0,6,4,0,40.0,49.0,1.2,Male,Student,United Kingdom,,Reading,No,Yes,Yes,No,No,Fair
D30849,23,16.0,6.9,0,16.9,8.8,29.0,1,42.0,7,5,5.0,6,1,2,50.0,52.0,0.0,Male,Employed Part-time,Australia,Smartphone,No Fixed Routine,Yes,No,Yes,No,No,Good
D30850,32,43.0,3.69,0,45.9,7.0,29.0,0,156.0,2,1,5.0,4,0,0,34.0,43.0,9.4,Male,Student,Philippines,Tablet,Watching Videos,No,Yes,Yes,No,No,Good
D30851,38,53.0,2.8,3,24.7,7.9,27.0,3,148.0,1,4,5.0,7,3,4,45.0,22.0,0.0,Male,Unemployed,Philippines,Smartphone,No Fixed Routine,No,No,No,No,No,Fair
D30852,38,66.0,4.5,2,36.6,6.8,25.0,2,57.0,6,9,5.0,6,2,2,56.0,87.0,7.6,Female,Student,India,Smartphone,Reading,No,Yes,No,No,No,Poor
D30853,23,28.0,3.48,1,29.3,7.9,17.0,1,134.0,3,6,5.0,5,2,1,54.0,59.0,1.7,Female,Student,India,TV,Reading,No,Yes,No,No,Yes,Fair
D30854,26,33.0,2.87,2,20.2,7.2,22.0,1,40.0,8,8,5.0,6,3,2,56.0,7.0,6.4,Female,Employed Full-time,Germany,Smartphone,Meditation/Journaling,No,Yes,Yes,Yes,No,Good
D30855,24,29.0,2.63,1,27.8,7.4,11.0,1,130.0,2,5,5.0,5,1,1,76.0,14.0,3.6,Prefer not to say,Employed Full-time,India,Smartphone,Reading,Yes,No,No,Yes,No,Good
D30856,15,55.0,3.58,2,25.9,6.3,35.0,2,183.0,6,8,5.0,7,4,3,70.0,18.0,11.0,Female,Student,India,Laptop,Reading,No,Yes,Yes,No,No,Good
D30857,15,128.0,7.77,6,23.7,6.5,67.0,3,59.0,6,5,4.0,8,1,3,55.0,85.0,9.5,Female,Employed Full-time,Canada,Smartphone,No Fixed Routine,Yes,Yes,No,Yes,No,Poor
D30858,15,22.0,3.36,1,24.3,7.1,3.0,2,198.0,5,4,5.0,5,5,2,37.0,26.0,5.7,Male,Employed Full-time,India,Smartphone,Meditation/Journaling,Yes,Yes,No,No,Yes,Poor
D30859,23,23.0,1.18,1,25.5,6.2,7.0,0,24.0,4,8,5.0,4,0,3,,38.0,12.0,Female,Unemployed,United States,Smartphone,Scrolling Social Media,No,No,No,No,No,Fair
D30860,22,76.0,3.13,3,20.0,6.4,41.0,3,180.0,5,6,5.0,7,1,5,65.0,14.0,9.7,Female,Employed Full-time,Australia,Smartphone,Scrolling Social Media,No,No,No,Yes,Yes,Poor
D30861,20,64.0,5.95,3,21.2,7.7,41.0,2,85.0,6,8,4.0,7,1,4,89.0,11.0,0.0,Male,Student,UAE,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Fair
D30862,33,40.0,2.27,1,37.6,6.2,21.0,1,131.0,3,5,5.0,6,2,1,100.0,39.0,13.0,Female,Student,Philippines,TV,No Fixed Routine,Yes,No,No,Yes,No,Good
D30863,34,42.0,6.35,2,22.1,8.0,44.0,2,137.0,4,7,4.0,9,0,4,65.0,7.0,2.4,Male,,Australia,Laptop,Scrolling Social Media,Yes,No,Yes,No,No,Poor
D30864,20,65.0,4.08,2,35.9,9.2,15.0,0,14.0,6,5,5.0,8,2,3,41.0,65.0,0.0,Male,Student,United States,Smartphone,Meditation/Journaling,No,No,No,No,No,Good
D30865,34,30.0,1.87,1,27.3,6.9,35.0,1,153.0,4,5,5.0,8,0,1,76.0,26.0,8.1,Female,Employed Part-time,UAE,Tablet,Scrolling Social Media,No,Yes,No,No,No,Fair
D30866,20,22.0,1.39,2,17.4,7.5,2.0,1,63.0,3,6,5.0,8,2,2,75.0,12.0,1.3,Male,Student,UAE,Smartphone,Scrolling Social Media,Yes,No,Yes,No,No,Poor
D30867,35,55.0,4.45,0,52.2,7.2,43.0,0,240.0,3,3,4.0,7,2,0,75.0,7.0,6.9,Male,Student,Canada,Laptop,Scrolling Social Media,Yes,No,No,Yes,No,Fair
D30868,33,31.0,2.37,1,27.6,6.9,2.0,2,166.0,2,5,5.0,3,2,3,47.0,36.0,8.2,Female,Student,United States,Smartphone,No Fixed Routine,No,Yes,No,No,No,Fair
D30869,27,2.0,1.25,0,1.0,7.0,4.0,0,39.0,3,6,5.0,5,1,1,48.0,32.0,8.8,Male,Employed Full-time,Germany,Laptop,Scrolling Social Media,Yes,Yes,No,No,No,Good
D30870,15,91.0,4.05,4,20.8,6.5,47.0,1,56.0,5,7,5.0,3,2,2,37.0,112.0,9.7,Female,Employed Full-time,India,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30871,28,54.0,3.72,1,50.5,6.3,14.0,1,76.0,4,6,5.0,7,0,4,79.0,16.0,14.4,Male,Employed Full-time,United States,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30872,27,27.0,3.02,1,22.4,7.6,26.0,2,72.0,1,6,5.0,4,1,4,58.0,33.0,3.5,Male,Employed Part-time,United Kingdom,Smartphone,Watching Videos,Yes,No,No,No,No,Poor
D30873,25,53.0,9.52,1,57.6,7.4,41.0,1,168.0,7,7,5.0,5,1,2,51.0,29.0,2.9,Male,Employed Full-time,Germany,Smartphone,Scrolling Social Media,No,Yes,No,No,No,Good
D30874,15,55.0,3.32,2,28.6,6.5,36.0,1,218.0,7,8,5.0,7,1,2,73.0,38.0,9.5,Male,Student,India,Smartphone,Scrolling Social Media,No,Yes,Yes,Yes,Yes,Poor
D30875,26,73.0,5.02,3,20.9,7.4,27.0,3,13.0,7,8,5.0,8,2,4,71.0,10.0,3.6,Female,Employed Part-time,India,Smartphone,Scrolling Social Media,No,Yes,Yes,No,Yes,Fair
D30876,32,30.0,3.94,1,29.8,8.3,17.0,1,90.0,3,6,5.0,3,4,1,71.0,43.0,0.0,Male,Employed Full-time,Philippines,Smartphone,Meditation/Journaling,No,Yes,No,No,No,Fair
D30877,21,49.0,6.56,1,48.8,8.0,31.0,0,171.0,8,9,5.0,4,1,1,61.0,131.0,0.0,Male,Unemployed,United States,Laptop,Meditation/Journaling,No,Yes,Yes,Yes,Yes,Poor
D30878,26,27.0,2.03,2,11.5,7.4,17.0,0,3.0,8,9,5.0,5,3,0,58.0,2.0,2.6,Female,Unemployed,United States,Tablet,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Fair
D30879,27,61.0,4.26,2,34.4,6.9,45.0,0,183.0,7,8,5.0,4,0,2,37.0,49.0,6.9,Male,Unemployed,Canada,,Reading,No,Yes,Yes,No,No,Fair
D30880,24,37.0,4.78,0,33.0,7.9,13.0,3,218.0,4,4,5.0,7,1,3,45.0,194.0,0.1,Female,Employed Full-time,United States,Smartphone,Scrolling Social Media,No,No,No,Yes,No,Fair
D30881,19,47.0,2.33,2,28.0,8.7,31.0,2,124.0,5,6,,5,0,6,53.0,70.0,0.0,Male,Employed Full-time,Philippines,Smartphone,Watching Videos,No,No,Yes,No,Yes,Fair
D30882,28,147.0,6.55,6,26.2,7.7,47.0,4,61.0,5,8,5.0,6,3,4,64.0,3.0,2.3,Male,Employed Full-time,India,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Poor
D30883,24,46.0,3.3,3,14.8,7.8,23.0,1,76.0,3,5,5.0,6,4,1,57.0,60.0,0.3,Male,Employed Part-time,Nigeria,Tablet,Scrolling Social Media,Yes,No,No,Yes,No,Good
D30884,25,10.0,1.36,1,9.8,8.7,21.0,1,17.0,4,5,5.0,9,1,1,43.0,23.0,0.0,Female,Employed Full-time,India,Smartphone,No Fixed Routine,No,Yes,Yes,No,No,Good
D30885,36,57.0,3.01,4,15.0,7.0,35.0,2,228.0,4,7,5.0,5,4,2,36.0,11.0,6.9,Female,Employed Full-time,Nigeria,Smartphone,No Fixed Routine,No,Yes,Yes,No,Yes,Fair
D30886,37,67.0,3.31,3,29.3,6.0,43.0,3,199.0,3,6,4.0,4,1,4,69.0,97.0,17.5,Male,Employed Full-time,Canada,Smartphone,No Fixed Routine,No,Yes,Yes,No,Yes,Poor
D30887,20,17.0,3.4,1,14.6,8.7,3.0,1,,3,7,5.0,4,1,3,56.0,49.0,0.0,Male,Employed Part-time,India,Smartphone,Meditation/Journaling,No,Yes,Yes,No,Yes,Good
D30888,17,58.0,4.56,2,32.1,6.7,22.0,4,83.0,4,4,3.0,10,3,4,92.0,23.0,9.0,Female,Student,India,Smartphone,Watching Videos,Yes,Yes,No,No,Yes,Poor
D30889,41,152.0,8.42,6,23.3,6.2,80.0,3,,8,10,5.0,6,1,4,65.0,15.0,12.0,Female,Student,United States,Smartphone,Scrolling Social Media,No,No,Yes,No,Yes,Poor
D30890,24,19.0,3.2,0,17.8,8.4,9.0,0,66.0,7,7,5.0,3,1,0,48.0,19.0,0.0,Male,Employed Full-time,UAE,Smartphone,Scrolling Social Media,Yes,No,Yes,No,No,Good
D30891,28,44.0,4.06,1,47.3,6.7,38.0,0,229.0,4,4,5.0,5,2,0,39.0,39.0,8.2,Female,Employed Part-time,United States,Tablet,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Poor
D30892,30,39.0,3.89,0,37.7,8.0,17.0,0,89.0,5,8,5.0,5,2,2,39.0,49.0,1.0,Male,Employed Full-time,Brazil,Smartphone,Meditation/Journaling,Yes,Yes,Yes,No,No,Good
D30893,15,56.0,4.41,3,20.1,7.2,40.0,4,106.0,7,8,5.0,10,1,4,83.0,1.0,7.5,Female,Employed Full-time,Philippines,Tablet,Watching Videos,No,Yes,No,No,No,Good
D30894,15,38.0,6.74,2,18.9,7.2,27.0,2,,6,6,5.0,6,0,3,44.0,136.0,3.3,Male,Employed Full-time,Nigeria,Smartphone,Meditation/Journaling,Yes,Yes,No,Yes,No,Poor
D30895,32,112.0,5.57,3,40.2,7.7,42.0,1,57.0,5,6,5.0,6,2,1,54.0,105.0,2.5,Male,Employed Part-time,India,Smartphone,Scrolling Social Media,Yes,No,No,No,No,Fair
D30896,32,74.0,5.8,2,34.4,7.5,46.0,0,63.0,4,6,5.0,4,1,1,55.0,42.0,2.5,Male,Student,India,Smartphone,Scrolling Social Media,No,Yes,No,No,Yes,Good
D30897,19,41.0,2.27,1,40.2,6.8,43.0,2,70.0,6,8,5.0,4,2,5,66.0,52.0,9.7,Female,Unemployed,Germany,Laptop,No Fixed Routine,No,Yes,No,Yes,Yes,Fair
D30898,33,80.0,8.16,5,17.5,8.6,44.0,3,106.0,5,8,5.0,10,5,4,79.0,103.0,0.0,Female,Employed Full-time,United States,Laptop,Watching Videos,No,Yes,Yes,Yes,Yes,Poor
D30899,27,2.0,1.0,0,3.5,7.8,12.0,0,229.0,4,8,5.0,7,1,1,,4.0,0.0,Female,Employed Full-time,UAE,Smartphone,Scrolling Social Media,Yes,No,Yes,No,No,Good
D30900,17,65.0,2.78,2,32.8,6.3,44.0,2,145.0,6,8,5.0,6,1,2,56.0,42.0,15.3,Male,Student,United Kingdom,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,Yes,Poor
D30901,22,38.0,4.3,1,43.6,8.3,27.0,1,110.0,5,8,5.0,5,2,1,34.0,4.0,0.0,Male,Employed Full-time,India,Smartphone,No Fixed Routine,No,Yes,Yes,No,Yes,Fair
D30902,33,40.0,2.36,1,35.1,7.3,20.0,0,184.0,3,5,5.0,3,4,1,62.0,66.0,7.0,Female,Student,India,Smartphone,Scrolling Social Media,No,No,No,No,Yes,Good
D30903,32,47.0,3.18,3,18.1,8.1,14.0,4,196.0,2,3,5.0,4,3,5,67.0,131.0,0.0,Male,Employed Full-time,United States,Smartphone,Watching Videos,Yes,Yes,No,No,Yes,Poor
D30904,41,10.0,1.19,1,10.5,8.7,15.0,0,,4,7,5.0,3,1,0,83.0,9.0,0.0,Female,Employed Full-time,Germany,Smartphone,Scrolling Social Media,No,Yes,No,Yes,No,Fair
D30905,31,94.0,6.51,4,20.9,7.2,29.0,2,112.0,6,6,5.0,4,0,3,60.0,103.0,6.9,Male,Employed Full-time,India,Smartphone,Watching Videos,Yes,Yes,Yes,Yes,Yes,Fair
D30906,25,49.0,3.0,1,48.9,7.1,19.0,0,276.0,3,3,5.0,3,2,0,58.0,18.0,11.0,Prefer not to say,Employed Full-time,United Kingdom,Smartphone,Reading,Yes,No,No,No,Yes,Poor
D30907,24,29.0,2.6,1,30.0,7.5,38.0,0,97.0,3,7,5.0,4,1,0,40.0,39.0,1.6,Male,Student,India,Smartphone,Scrolling Social Media,No,Yes,No,Yes,No,Fair
D30908,29,16.0,1.67,0,18.4,7.9,22.0,2,103.0,4,7,5.0,5,1,3,34.0,69.0,1.0,Female,Employed Full-time,Canada,Smartphone,Scrolling Social Media,No,No,Yes,Yes,No,Fair
D30909,21,15.0,2.02,0,13.0,8.1,11.0,1,34.0,4,6,5.0,6,1,3,36.0,0.0,0.0,Female,Student,Germany,Smartphone,Scrolling Social Media,Yes,Yes,Yes,No,No,Fair
